Strain	Cluster_ID	Main_cluster	Sub_cluster	Clonal_complex
GCA_009102575.1_ASM910257v1	0.0	0	0	GCA_009102105.1_ASM910210v1,GCA_009102405.1_ASM910240v1,GCA_009102305.1_ASM910230v1,GCA_009101725.1_ASM910172v1,GCA_009101555.1_ASM910155v1,GCA_009102385.1_ASM910238v1,GCA_009101705.1_ASM910170v1,GCA_009102185.1_ASM910218v1,GCA_009101685.1_ASM910168v1,GCA_009101775.1_ASM910177v1,GCA_009101615.1_ASM910161v1,GCA_009102215.1_ASM910221v1,GCA_009101515.1_ASM910151v1,GCA_009101745.1_ASM910174v1,GCA_009103215.1_ASM910321v1,GCA_009101645.1_ASM910164v1,GCA_009153235.1_ASM915323v1,GCA_009102325.1_ASM910232v1,GCA_009102465.1_ASM910246v1,GCA_009101565.1_ASM910156v1,GCA_009101665.1_ASM910166v1,GCA_009102375.1_ASM910237v1,GCA_009102265.1_ASM910226v1,GCA_009102145.1_ASM910214v1,GCA_009102425.1_ASM910242v1,GCA_009102525.1_ASM910252v1,GCA_009102485.1_ASM910248v1,GCA_009102135.1_ASM910213v1,GCA_009102225.1_ASM910222v1,GCA_009102285.1_ASM910228v1,GCA_009102505.1_ASM910250v1,GCA_009102165.1_ASM910216v1,GCA_009101625.1_ASM910162v1,GCA_009101505.1_ASM910150v1,GCA_009102575.1_ASM910257v1,GCA_009102245.1_ASM910224v1,GCA_009101635.1_ASM910163v1,GCA_009102625.1_ASM910262v1,GCA_009102545.1_ASM910254v1
GCA_009102245.1_ASM910224v1	0.0	0	0	GCA_009102105.1_ASM910210v1,GCA_009102405.1_ASM910240v1,GCA_009102305.1_ASM910230v1,GCA_009101725.1_ASM910172v1,GCA_009101555.1_ASM910155v1,GCA_009102385.1_ASM910238v1,GCA_009101705.1_ASM910170v1,GCA_009102185.1_ASM910218v1,GCA_009101685.1_ASM910168v1,GCA_009101775.1_ASM910177v1,GCA_009101615.1_ASM910161v1,GCA_009102215.1_ASM910221v1,GCA_009101515.1_ASM910151v1,GCA_009101745.1_ASM910174v1,GCA_009103215.1_ASM910321v1,GCA_009101645.1_ASM910164v1,GCA_009153235.1_ASM915323v1,GCA_009102325.1_ASM910232v1,GCA_009102465.1_ASM910246v1,GCA_009101565.1_ASM910156v1,GCA_009101665.1_ASM910166v1,GCA_009102375.1_ASM910237v1,GCA_009102265.1_ASM910226v1,GCA_009102145.1_ASM910214v1,GCA_009102425.1_ASM910242v1,GCA_009102525.1_ASM910252v1,GCA_009102485.1_ASM910248v1,GCA_009102135.1_ASM910213v1,GCA_009102225.1_ASM910222v1,GCA_009102285.1_ASM910228v1,GCA_009102505.1_ASM910250v1,GCA_009102165.1_ASM910216v1,GCA_009101625.1_ASM910162v1,GCA_009101505.1_ASM910150v1,GCA_009102575.1_ASM910257v1,GCA_009102245.1_ASM910224v1,GCA_009101635.1_ASM910163v1,GCA_009102625.1_ASM910262v1,GCA_009102545.1_ASM910254v1
GCA_009101635.1_ASM910163v1	0.0	0	0	GCA_009102105.1_ASM910210v1,GCA_009102405.1_ASM910240v1,GCA_009102305.1_ASM910230v1,GCA_009101725.1_ASM910172v1,GCA_009101555.1_ASM910155v1,GCA_009102385.1_ASM910238v1,GCA_009101705.1_ASM910170v1,GCA_009102185.1_ASM910218v1,GCA_009101685.1_ASM910168v1,GCA_009101775.1_ASM910177v1,GCA_009101615.1_ASM910161v1,GCA_009102215.1_ASM910221v1,GCA_009101515.1_ASM910151v1,GCA_009101745.1_ASM910174v1,GCA_009103215.1_ASM910321v1,GCA_009101645.1_ASM910164v1,GCA_009153235.1_ASM915323v1,GCA_009102325.1_ASM910232v1,GCA_009102465.1_ASM910246v1,GCA_009101565.1_ASM910156v1,GCA_009101665.1_ASM910166v1,GCA_009102375.1_ASM910237v1,GCA_009102265.1_ASM910226v1,GCA_009102145.1_ASM910214v1,GCA_009102425.1_ASM910242v1,GCA_009102525.1_ASM910252v1,GCA_009102485.1_ASM910248v1,GCA_009102135.1_ASM910213v1,GCA_009102225.1_ASM910222v1,GCA_009102285.1_ASM910228v1,GCA_009102505.1_ASM910250v1,GCA_009102165.1_ASM910216v1,GCA_009101625.1_ASM910162v1,GCA_009101505.1_ASM910150v1,GCA_009102575.1_ASM910257v1,GCA_009102245.1_ASM910224v1,GCA_009101635.1_ASM910163v1,GCA_009102625.1_ASM910262v1,GCA_009102545.1_ASM910254v1
GCA_009102625.1_ASM910262v1	0.0	0	0	GCA_009102105.1_ASM910210v1,GCA_009102405.1_ASM910240v1,GCA_009102305.1_ASM910230v1,GCA_009101725.1_ASM910172v1,GCA_009101555.1_ASM910155v1,GCA_009102385.1_ASM910238v1,GCA_009101705.1_ASM910170v1,GCA_009102185.1_ASM910218v1,GCA_009101685.1_ASM910168v1,GCA_009101775.1_ASM910177v1,GCA_009101615.1_ASM910161v1,GCA_009102215.1_ASM910221v1,GCA_009101515.1_ASM910151v1,GCA_009101745.1_ASM910174v1,GCA_009103215.1_ASM910321v1,GCA_009101645.1_ASM910164v1,GCA_009153235.1_ASM915323v1,GCA_009102325.1_ASM910232v1,GCA_009102465.1_ASM910246v1,GCA_009101565.1_ASM910156v1,GCA_009101665.1_ASM910166v1,GCA_009102375.1_ASM910237v1,GCA_009102265.1_ASM910226v1,GCA_009102145.1_ASM910214v1,GCA_009102425.1_ASM910242v1,GCA_009102525.1_ASM910252v1,GCA_009102485.1_ASM910248v1,GCA_009102135.1_ASM910213v1,GCA_009102225.1_ASM910222v1,GCA_009102285.1_ASM910228v1,GCA_009102505.1_ASM910250v1,GCA_009102165.1_ASM910216v1,GCA_009101625.1_ASM910162v1,GCA_009101505.1_ASM910150v1,GCA_009102575.1_ASM910257v1,GCA_009102245.1_ASM910224v1,GCA_009101635.1_ASM910163v1,GCA_009102625.1_ASM910262v1,GCA_009102545.1_ASM910254v1
GCA_009102545.1_ASM910254v1	0.0	0	0	GCA_009102105.1_ASM910210v1,GCA_009102405.1_ASM910240v1,GCA_009102305.1_ASM910230v1,GCA_009101725.1_ASM910172v1,GCA_009101555.1_ASM910155v1,GCA_009102385.1_ASM910238v1,GCA_009101705.1_ASM910170v1,GCA_009102185.1_ASM910218v1,GCA_009101685.1_ASM910168v1,GCA_009101775.1_ASM910177v1,GCA_009101615.1_ASM910161v1,GCA_009102215.1_ASM910221v1,GCA_009101515.1_ASM910151v1,GCA_009101745.1_ASM910174v1,GCA_009103215.1_ASM910321v1,GCA_009101645.1_ASM910164v1,GCA_009153235.1_ASM915323v1,GCA_009102325.1_ASM910232v1,GCA_009102465.1_ASM910246v1,GCA_009101565.1_ASM910156v1,GCA_009101665.1_ASM910166v1,GCA_009102375.1_ASM910237v1,GCA_009102265.1_ASM910226v1,GCA_009102145.1_ASM910214v1,GCA_009102425.1_ASM910242v1,GCA_009102525.1_ASM910252v1,GCA_009102485.1_ASM910248v1,GCA_009102135.1_ASM910213v1,GCA_009102225.1_ASM910222v1,GCA_009102285.1_ASM910228v1,GCA_009102505.1_ASM910250v1,GCA_009102165.1_ASM910216v1,GCA_009101625.1_ASM910162v1,GCA_009101505.1_ASM910150v1,GCA_009102575.1_ASM910257v1,GCA_009102245.1_ASM910224v1,GCA_009101635.1_ASM910163v1,GCA_009102625.1_ASM910262v1,GCA_009102545.1_ASM910254v1
GCA_015668785.1_ASM1566878v1	0.0	0	0	GCA_015668785.1_ASM1566878v1
GCA_009102455.1_ASM910245v1	0.0	0	0	GCA_009102455.1_ASM910245v1
GCA_015559535.1_ASM1555953v1	0.0	0	0	GCA_015559535.1_ASM1555953v1
GCA_015551805.1_ASM1555180v1	0.0	0	0	GCA_015551805.1_ASM1555180v1
GCA_003473975.1_ASM347397v1	0.0	0	0	GCA_003473975.1_ASM347397v1
GCA_015556195.1_ASM1555619v1	0.0	0	0	GCA_015556195.1_ASM1555619v1
GCA_001405055.1_13414_6_23	0.0	0	0	GCA_001405055.1_13414_6_23
GCA_003468875.1_ASM346887v1	0.1	0	1	GCA_003468875.1_ASM346887v1
P17-D5	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-A4	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P13-F7	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-G2	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-C1	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-B4	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-A2	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P17-C2	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P17-D4	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P15-B10	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P17-A3	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-B8	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P15-F10	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P15-F11	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P13-A9	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-F5	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P14-E4	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P13-G9	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P15-A10	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P15-E10	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P13-H2	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
P13-H9	0.1	0	1	P17-D5,P14-A4,P13-F7,P14-G2,P14-C1,P14-B4,P14-A2,P17-C2,P17-D4,P15-B10,P17-A3,P14-B8,P15-F10,P15-F11,P13-A9,P14-F5,P14-E4,P13-G9,P15-A10,P15-E10,P13-H2,P13-H9
GCA_003436085.1_ASM343608v1	0.1	0	1	GCA_003436085.1_ASM343608v1
GCA_002161135.1_ASM216113v1	0.1	0	1	GCA_002161135.1_ASM216113v1
P21-6G	0.1	0	1	P21-6G,P21-6D,P21-6E,P21-2G
P21-6D	0.1	0	1	P21-6G,P21-6D,P21-6E,P21-2G
P21-6E	0.1	0	1	P21-6G,P21-6D,P21-6E,P21-2G
P21-2G	0.1	0	1	P21-6G,P21-6D,P21-6E,P21-2G
GCA_002161115.1_ASM216111v1	0.1	0	1	GCA_002161115.1_ASM216111v1
GCA_015553655.1_ASM1555365v1	0.2	0	2	GCA_015553655.1_ASM1555365v1
GCA_003437545.1_ASM343754v1	0.2	0	2	GCA_003437545.1_ASM343754v1
GCA_009102675.1_ASM910267v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102755.1_ASM910275v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102605.1_ASM910260v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102685.1_ASM910268v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102665.1_ASM910266v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102725.1_ASM910272v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102705.1_ASM910270v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009102765.1_ASM910276v1	0.3	0	3	GCA_009102675.1_ASM910267v1,GCA_009102755.1_ASM910275v1,GCA_009102605.1_ASM910260v1,GCA_009102685.1_ASM910268v1,GCA_009102665.1_ASM910266v1,GCA_009102725.1_ASM910272v1,GCA_009102705.1_ASM910270v1,GCA_009102765.1_ASM910276v1
GCA_009093695.1_ASM909369v1	0.3	0	3	GCA_009093695.1_ASM909369v1
GCA_009102585.1_ASM910258v1	0.3	0	3	GCA_009102585.1_ASM910258v1
GCA_003474645.1_ASM347464v1	0.3	0	3	GCA_003474645.1_ASM347464v1,GCA_003469745.1_ASM346974v1
GCA_003469745.1_ASM346974v1	0.3	0	3	GCA_003474645.1_ASM347464v1,GCA_003469745.1_ASM346974v1
GCA_009153275.1_ASM915327v1	0.3	0	3	GCA_009153275.1_ASM915327v1,GCA_009093945.1_ASM909394v1,GCA_009093835.1_ASM909383v1,GCA_009093775.1_ASM909377v1,GCA_004167295.1_ASM416729v1
GCA_009093945.1_ASM909394v1	0.3	0	3	GCA_009153275.1_ASM915327v1,GCA_009093945.1_ASM909394v1,GCA_009093835.1_ASM909383v1,GCA_009093775.1_ASM909377v1,GCA_004167295.1_ASM416729v1
GCA_009093835.1_ASM909383v1	0.3	0	3	GCA_009153275.1_ASM915327v1,GCA_009093945.1_ASM909394v1,GCA_009093835.1_ASM909383v1,GCA_009093775.1_ASM909377v1,GCA_004167295.1_ASM416729v1
GCA_009093775.1_ASM909377v1	0.3	0	3	GCA_009153275.1_ASM915327v1,GCA_009093945.1_ASM909394v1,GCA_009093835.1_ASM909383v1,GCA_009093775.1_ASM909377v1,GCA_004167295.1_ASM416729v1
GCA_004167295.1_ASM416729v1	0.3	0	3	GCA_009153275.1_ASM915327v1,GCA_009093945.1_ASM909394v1,GCA_009093835.1_ASM909383v1,GCA_009093775.1_ASM909377v1,GCA_004167295.1_ASM416729v1
GCA_008710235.1_ASM871023v1	0.3	0	3	GCA_008710235.1_ASM871023v1,GCA_006546965.1_ASM654696v1
GCA_006546965.1_ASM654696v1	0.3	0	3	GCA_008710235.1_ASM871023v1,GCA_006546965.1_ASM654696v1
GCA_003464445.1_ASM346444v1	0.3	0	3	GCA_003464445.1_ASM346444v1
GCA_003474245.1_ASM347424v1	0.3	0	3	GCA_003474245.1_ASM347424v1
GCA_009102085.1_ASM910208v1	0.3	0	3	GCA_009102085.1_ASM910208v1
P19-A7	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P19-10E	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P19-10B	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P19-D7-or-C7	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P21-11C	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P21-4F	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P20-6G	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P21-4E	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P19-10A	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P19-G7	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P21-4G	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P20-6B	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
P21-11A	0.4	0	4	P19-A7,P19-10E,P19-10B,P19-D7-or-C7,P21-11C,P21-4F,P20-6G,P21-4E,P19-10A,P19-G7,P21-4G,P20-6B,P21-11A
GCA_003458755.1_ASM345875v1	0.4	0	4	GCA_003458755.1_ASM345875v1
